0,,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
Collection Time: 13/05/2024 11:04:41
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

2,
2
Collection Time: 13/05/2024 11:15:49
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

3,
3
Collection Time: 13/05/2024 11:29:16
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

4,
4
Collection Time: 13/05/2024 11:40:17
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

5,
5
Collection Time: 13/05/2024 11:49:46
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

6,
6
Collection Time: 13/05/2024 11:57:48
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

7,
7
Collection Time: 13/05/2024 12:03:54
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

8,
8
Collection Time: 13/05/2024 12:10:59
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

9,
9
Collection Time: 13/05/2024 12:16:45
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

10,
10
Collection Time: 13/05/2024 12:28:47
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

11,
11
Collection Time: 13/05/2024 12:34:30
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   620
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 13/05/2024 08:39:04
Method Modifications:
Overlayed Graphs Changed: 13/05/2024 10:23:09, Old:OFF, New:ON
Emission Wavelength Changed: 13/05/2024 10:23:09, Old: 400.00, New: 360.00
PMT Volts Changed: 13/05/2024 10:25:22, Old:600, New:650
Emission PMT (V): Changed: 13/05/2024 10:25:22, Old: 600, New: 650
Stop Wavelength Changed: 13/05/2024 10:25:22, Old: 600.00, New: 650.00
PMT Volts Changed: 13/05/2024 10:25:39, Old:650, New:620
Emission PMT (V): Changed: 13/05/2024 10:25:40, Old: 650, New: 620
End Method Modifications

